Date,Open,High,Low,Close,Adj Close,Volume,SP_open,SP_high,SP_low,SP_close,SP_Ajclose,SP_volume,DJ_open,DJ_high,DJ_low,DJ_close,DJ_Ajclose,DJ_volume,EG_open,EG_high,EG_low,EG_close,EG_Ajclose,EG_volume,EU_Price,EU_open,EU_high,EU_low,EU_Trend,OF_Price,OF_Open,OF_High,OF_Low,OF_Volume,OF_Trend,OS_Price,OS_Open,OS_High,OS_Low,OS_Trend,SF_Price,SF_Open,SF_High,SF_Low,SF_Volume,SF_Trend,USB_Price,USB_Open,USB_High,USB_Low,USB_Trend,PLT_Price,PLT_Open,PLT_High,PLT_Low,PLT_Trend,PLD_Price,PLD_Open,PLD_High,PLD_Low,PLD_Trend,RHO_PRICE,USDI_Price,USDI_Open,USDI_High,USDI_Low,USDI_Volume,USDI_Trend,GDX_Open,GDX_High,GDX_Low,GDX_Close,GDX_Adj Close,GDX_Volume,USO_Open,USO_High,USO_Low,USO_Close,USO_Adj Close,USO_Volume
2013-05-21,132.169998,133.649994,131.449997,132.880005,132.880005,14542500.0,167.080002,167.800003,166.5,167.169998,149.061905,95804200.0,15334.96973,15434.5,15325.67969,15387.580080000002,15387.580080000002,122970000.0,35.099998,36.0,34.450001,34.900002,34.316425,1159400.0,1.2906,1.2883,1.2934,1.2841,1.0,103.91,104.78,105.15,103.51,179060.0,0.0,96.16,96.7,96.97,95.5,0.0,43170.0,43054.0,43648.0,42420.0,73390.0,0.0,1.93,1.93,1.93,1.93,0.0,1461.75,1482.05,1485.4,1446.2,0.0,744.9,745.2,749.9,736.0,0.0,1125.0,83.955,83.885,84.3,83.735,42610.0,1.0,27.24,27.77,26.860001,27.32,26.232006,24521400.0,34.380001,34.450001,34.009998,34.110001000000004,34.110001000000004,4424000.0
2013-05-22,134.179993,136.770004,130.949997,131.940002,131.940002,25975200.0,167.339996,169.070007,165.169998,165.929993,147.956223,244031800.0,15387.12012,15542.40039,15265.95996,15307.169919999998,15307.169919999998,171850000.0,35.75,37.599998,35.150002,35.900002,35.299706,1216100.0,1.2858,1.2906,1.3,1.2833,0.0,102.6,103.52,103.79,102.22,207420.0,0.0,94.09,95.97,96.26,94.08,0.0,43226.0,43202.0,44600.0,43021.0,85170.0,1.0,2.037,2.037,2.037,2.037,1.0,1462.85,1462.15,1492.8,1459.9,1.0,745.1,745.0,754.5,744.8,1.0,0.0,84.459,83.865,84.51,83.52,70880.0,1.0,27.77,28.66,27.27,27.67,26.568066,38650700.0,33.779999,34.099998,33.400002,33.459999,33.459999,10596600.0
2013-05-23,134.509995,134.839996,133.119995,134.610001,134.610001,10267600.0,164.160004,165.910004,163.940002,165.449997,147.528229,211064400.0,15300.57031,15348.41016,15180.23047,15294.5,15294.5,148810000.0,37.049999,37.25,35.799999,36.099998,35.496361,730100.0,1.2936,1.2857,1.2956,1.2821,1.0,102.44,102.25,102.68,100.64,230370.0,0.0,94.41,94.27,94.55,92.3,1.0,43571.0,43002.0,43680.0,42733.0,66580.0,1.0,2.016,2.016,2.016,2.016,0.0,1460.3,1463.7,1471.35,1449.75,0.0,736.5,745.2,747.0,734.3,0.0,1115.0,83.803,84.435,84.595,83.665,61590.0,0.0,28.24,28.280001,27.690001,27.870001,26.760103000000004,15396700.0,32.889999,33.549999,32.759998,33.540001000000004,33.540001000000004,9088200.0
2013-05-24,134.110001,134.509995,133.639999,133.759995,133.759995,5522600.0,164.470001,165.380005,163.979996,165.309998,147.403427,151573900.0,15290.74023,15306.70996,15199.62988,15303.09961,15303.09961,105660000.0,35.849998,36.849998,35.75,36.5,35.889671,748700.0,1.2932,1.2938,1.2998,1.2906,0.0,102.64,102.55,102.79,101.65,136630.0,1.0,93.85,94.43,94.44,93.09,0.0,43473.0,43610.0,43665.0,43050.0,38180.0,0.0,2.011,2.011,2.011,2.011,0.0,1453.45,1459.5,1465.35,1449.3,0.0,726.3,736.7,740.0,721.7,0.0,1100.0,83.758,83.92,84.02,83.5,39610.0,0.0,27.75,28.190001,27.309999,27.5,26.404837,19892600.0,33.169998,33.490002000000004,33.080002,33.369999,33.369999,4149200.0
2013-05-25,134.002499,134.774998,133.43,133.6924975,133.6924975,7258550.0,165.11249899999999,165.9800035,164.4374965,165.55749925,147.624115,149600375.0,15294.8876925,15360.4050275,15226.55493,15329.67212,15329.67212,111915000.0,35.99999875,36.837498249999996,35.7124995,36.3500005,35.74217975,781575.0,1.2913,1.2935750000000001,1.298625,1.289175,0.0,103.0375,102.53999999999999,103.265,101.8575,151252.5,1.0,94.1625,94.31750000000001,94.8325,93.14750000000001,0.25,43420.25,43595.0,43730.25,43027.5,44047.5,0.0,2.05,2.05,2.05,2.05,0.25,1454.025,1458.4,1466.6875,1448.3875,0.25,733.55,737.2750000000001,746.65,723.5500000000001,0.25,1100.0,83.8615,83.87125,84.10624999999999,83.55125,39495.0,0.25,27.67250025,28.150001,27.23749925,27.42999975,26.337625250000002,20266500.0,33.379998,33.62750175000001,33.23750125,33.4749995,33.4749995,4057525.0
2013-05-26,133.894997,135.04000100000002,133.220001,133.625,133.625,8994500.0,165.75499699999997,166.580002,164.894997,165.8050005,147.844803,147626850.0,15299.035155000001,15414.100095,15253.47998,15356.24463,15356.24463,118170000.0,36.1499995,36.8249985,35.674999,36.200001,35.594688500000004,814450.0,1.2894,1.29335,1.29745,1.28775,0.0,103.435,102.53,103.74000000000001,102.065,165875.0,1.0,94.475,94.20500000000001,95.225,93.205,0.5,43367.5,43580.0,43795.5,43005.0,49915.0,0.0,2.089,2.089,2.089,2.089,0.5,1454.6,1457.3,1468.025,1447.475,0.5,740.8,737.85,753.3,725.4000000000001,0.5,1100.0,83.965,83.82249999999999,84.1925,83.60249999999999,39380.0,0.5,27.595000499999998,28.110000999999997,27.1649995,27.3599995,26.2704135,20640400.0,33.589998,33.765001500000004,33.3950005,33.58,33.58,3965850.0
2013-05-27,133.787495,135.305004,133.010002,133.5575025,133.5575025,10730450.0,166.39749499999996,167.1800005,165.3524975,166.05250175,148.065491,145653325.0,15303.1826175,15467.795162499999,15280.405030000002,15382.81714,15382.81714,124425000.0,36.30000025,36.81249875,35.6374985,36.0500015,35.44719725,847325.0,1.2875,1.2931249999999999,1.296275,1.286325,0.0,103.83250000000001,102.52000000000001,104.215,102.27250000000001,180497.5,1.0,94.7875,94.0925,95.6175,93.26249999999999,0.75,43314.75,43565.0,43860.75,42982.5,55782.5,0.0,2.128,2.128,2.128,2.128,0.75,1455.175,1456.1999999999998,1469.3625,1446.5625,0.75,748.05,738.425,759.95,727.25,0.75,1100.0,84.06850000000001,83.77374999999999,84.27875,83.65375,39265.0,0.75,27.51750075,28.070000999999998,27.09249975,27.28999925,26.203201749999998,21014300.0,33.799998,33.90250125,33.55249975,33.6850005,33.6850005,3874175.0
2013-05-28,133.679993,135.570007,132.800003,133.490005,133.490005,12466400.0,167.03999299999995,167.779999,165.809998,166.300003,148.286179,143679800.0,15307.330080000002,15521.49023,15307.330080000002,15409.38965,15409.38965,130680000.0,36.450001,36.799999,35.599998,35.900002,35.299706,880200.0,1.2856,1.2929,1.2951,1.2849,0.0,104.23,102.51,104.69,102.48,195120.0,1.0,95.1,93.98,96.01,93.32,1.0,43262.0,43550.0,43926.0,42960.0,61650.0,0.0,2.167,2.167,2.167,2.167,1.0,1455.75,1455.1,1470.7,1445.65,1.0,755.3,739.0,766.6,729.1,1.0,1100.0,84.17200000000003,83.725,84.365,83.705,39150.0,1.0,27.440001,28.030001,27.02,27.219999,26.13599,21388200.0,34.009998,34.040001000000004,33.709999,33.790001000000004,33.790001000000004,3782500.0
2013-05-29,134.089996,134.910004,133.639999,134.830002,134.830002,8762200.0,165.419998,165.800003,164.339996,165.220001,147.323135,160363400.0,15399.94043,15400.25,15229.53027,15302.79981,15302.79981,114020000.0,36.049999,37.650002,35.849998,37.650002,37.020447,1132500.0,1.2941,1.2857,1.298,1.284,1.0,102.43,104.32,104.37,102.17,209650.0,0.0,92.89,95.09,95.27,92.88,0.0,43707.0,43381.0,43789.0,43126.0,39860.0,1.0,2.119,2.119,2.119,2.119,0.0,1457.3,1455.7,1467.8,1451.7,1.0,750.3,756.2,757.4,747.1,0.0,0.0,83.705,84.385,84.43,83.54,47180.0,0.0,27.450001,28.5,27.360001,28.5,27.365013,28924800.0,33.700001,33.82,32.98,33.099998,33.099998,9191200.0
2013-05-30,136.669998,137.110001,136.259995,136.699997,136.699997,8611700.0,165.350006,166.589996,165.220001,165.830002,147.867096,107793800.0,15306.01953,15398.7002,15280.99023,15324.53027,15324.53027,121150000.0,38.450001,40.400002,38.400002,40.200001,39.52780900000001,1550700.0,1.305,1.294,1.3063,1.2934,1.0,102.19,102.4,102.85,101.08,232910.0,0.0,93.59,92.97,94.07,91.73,1.0,44421.0,43590.0,44925.0,43526.0,67400.0,1.0,2.119,2.119,2.119,2.119,1.0,1481.1,1457.3,1484.1,1452.85,1.0,758.0,748.3,761.0,748.3,1.0,1080.0,83.06700000000002,83.605,83.765,83.01,50610.0,0.0,29.15,30.1,29.049999,30.059999,28.862886,39676500.0,32.75,33.389999,32.610001000000004,33.25,33.25,8960900.0
2013-05-31,135.71000700000002,136.050003,133.889999,133.919998,133.919998,9726600.0,165.369995,166.309998,163.130005,163.449997,145.74487299999996,176850100.0,15322.21973,15392.37988,15115.57031,15115.57031,15115.57031,208830000.0,39.900002,40.099998,38.950001,39.849998,39.183655,1308600.0,1.2999,1.3053,1.3063,1.2947,0.0,100.39,102.12,102.38,100.03,215280.0,0.0,91.67,93.75,93.95,91.67,0.0,43616.0,44377.0,44660.0,43350.0,52910.0,0.0,2.132,2.132,2.132,2.132,1.0,1456.75,1480.6,1483.25,1453.65,0.0,751.05,756.15,756.15,742.05,0.0,1080.0,83.40100000000002,83.1,83.65,83.05,40090.0,1.0,29.610001,29.85,29.129999,29.5,28.325190000000006,20244000.0,32.91,33.110001000000004,32.529999,32.610001000000004,32.610001000000004,6456700.0
2013-06-01,135.3966726666667,136.36000066666668,134.069997,134.78333033333334,134.78333033333334,9542066.666666666,164.856664,165.69333433333335,162.973338,163.75,146.01238999999998,174030300.0,15255.996423333334,15346.290036666667,15118.230143333332,15161.723629999999,15161.723629999999,188546666.66666666,40.233335333333336,40.633332333333335,39.30000066666667,40.233332,39.56058,1284333.3333333333,1.3024666666666667,1.3029666666666666,1.3078,1.2949666666666666,0.3333333333333333,100.94666666666667,101.46333333333334,102.41333333333333,99.90666666666667,228756.66666666666,0.3333333333333333,92.22666666666667,93.09333333333333,93.88333333333334,91.55,0.3333333333333333,43882.0,44130.0,44668.666666666664,43438.666666666664,52603.333333333336,0.3333333333333333,2.130666666666667,2.130666666666667,2.130666666666667,2.130666666666667,0.6666666666666667,1468.8,1474.3833333333332,1490.6,1455.4,0.3333333333333333,752.9666666666666,755.0666666666666,757.2666666666667,745.6666666666666,0.3333333333333333,720.0,83.16333333333334,83.185,83.57166666666667,82.85166666666666,43400.0,0.6666666666666667,29.673333666666668,30.093333333333334,29.306666,29.786667,28.60044066666667,20917200.0,32.916666666666664,33.166667000000004,32.616666333333335,32.793334,32.793334,5946733.333333333
2013-06-02,135.08333833333333,136.66999833333333,134.24999499999998,135.64666266666666,135.64666266666666,9357533.333333334,164.343333,165.0766706666667,162.81667099999999,164.050003,146.27990699999998,171210500.0,15189.773116666667,15300.200193333334,15120.889976666667,15207.87695,15207.87695,168263333.33333334,40.566668666666665,41.166666666666664,39.65000033333333,40.616666,39.937505,1260066.6666666667,1.3050333333333335,1.3006333333333333,1.3093,1.2952333333333335,0.6666666666666666,101.50333333333333,100.80666666666667,102.44666666666667,99.78333333333333,242233.33333333334,0.6666666666666666,92.78333333333333,92.43666666666667,93.81666666666666,91.43,0.6666666666666666,44148.0,43883.0,44677.333333333336,43527.333333333336,52296.666666666664,0.6666666666666666,2.1293333333333333,2.1293333333333333,2.1293333333333333,2.1293333333333333,0.33333333333333337,1480.8500000000001,1468.1666666666667,1497.95,1457.15,0.6666666666666666,754.8833333333333,753.9833333333333,758.3833333333333,749.2833333333333,0.6666666666666666,360.0,82.92566666666666,83.27,83.49333333333334,82.65333333333334,46710.0,0.33333333333333337,29.736666333333332,30.336666666666666,29.483333000000002,30.073334,28.875691333333336,21590400.0,32.92333333333333,33.223333,32.703333666666666,32.976667,32.976667,5436766.666666667
2013-06-03,134.770004,136.979996,134.429993,136.509995,136.509995,9173000.0,163.830002,164.46000700000005,162.660004,164.350006,146.547424,168390700.0,15123.54981,15254.11035,15123.54981,15254.03027,15254.03027,147980000.0,40.900002,41.700001,40.0,41.0,40.31443,1235800.0,1.3076,1.2983,1.3108,1.2955,1.0,102.06,100.15,102.48,99.66,255710.0,1.0,93.34,91.78,93.75,91.31,1.0,44414.0,43636.0,44686.0,43616.0,51990.0,1.0,2.128,2.128,2.128,2.128,0.0,1492.9,1461.95,1505.3,1458.9,1.0,756.8,752.9,759.5,752.9,1.0,0.0,82.68799999999997,83.355,83.415,82.455,50020.0,0.0,29.799999,30.58,29.66,30.360001,29.150942,22263600.0,32.93,33.279999,32.790001000000004,33.16,33.16,4926800.0
2013-06-04,135.21000700000002,135.440002,134.270004,135.229996,135.229996,5505200.0,164.440002,165.100006,162.729996,163.559998,145.84298700000005,157631500.0,15255.21973,15304.98047,15100.78027,15177.54004,15177.54004,134280000.0,40.299999,40.700001,39.700001,40.200001,39.52780900000001,1076600.0,1.3081,1.3077,1.3104,1.3043,1.0,103.24,102.02,103.58,101.47,300890.0,1.0,93.84,93.41,94.47,92.44,1.0,43763.0,44206.0,44319.0,43500.0,40430.0,0.0,2.15,2.15,2.15,2.15,1.0,1490.15,1493.1,1496.1,1480.85,0.0,748.85,754.8,754.8,748.55,0.0,1060.0,82.802,82.73,83.0,82.63,25270.0,1.0,29.870001,29.969999,29.4,29.84,28.651649,18458000.0,33.0,33.540001000000004,32.810001,33.200001,33.200001,3633700.0
2013-06-05,135.470001,136.369995,135.009995,135.520004,135.520004,7444900.0,163.089996,163.419998,161.130005,161.270004,143.801025,211737800.0,15168.09961,15168.62988,14945.57031,14960.58984,14960.58984,141400000.0,40.450001,41.25,39.799999,40.5,39.82278400000001,820200.0,1.3094,1.3081,1.3115,1.3053,1.0,103.04,103.48,104.07,102.85,202950.0,0.0,93.78,93.94,94.56,93.49,0.0,44228.0,43820.0,44592.0,43770.0,51660.0,1.0,2.091,2.091,2.091,2.091,0.0,1509.95,1490.05,1513.65,1489.3,1.0,754.3,753.25,756.3,753.25,1.0,0.0,82.61200000000002,82.855,82.91,82.505,42710.0,0.0,29.879999,30.360001,29.530001,29.93,28.738064,16816400.0,33.400002,33.549999,33.240002000000004,33.259998,33.259998,4373900.0
2013-06-06,135.389999,137.619995,134.979996,136.529999,136.529999,9847700.0,161.199997,162.740005,160.25,162.729996,145.102875,200225500.0,14955.4502,15040.62012,14844.21973,15040.62012,15040.62012,140410000.0,40.5,41.799999,40.049999,41.299999,40.609409,1242200.0,1.3247,1.3095,1.3306,1.3075,1.0,103.61,102.94,103.95,102.81,173410.0,1.0,94.75,93.75,95.36,93.73,1.0,44508.0,44218.0,44744.0,43786.0,54250.0,1.0,2.079,2.079,2.079,2.079,0.0,1525.95,1509.5,1534.25,1502.5,1.0,760.75,761.15,762.0,761.15,1.0,1040.0,81.53699999999998,82.605,82.69,81.065,106680.0,0.0,29.93,30.49,29.700001,30.299999,29.09333,17932900.0,33.549999,33.860001000000004,33.52,33.619999,33.619999,5936200.0
2013-06-07,134.110001,134.619995,133.179993,133.279999,133.279999,11054400.0,163.850006,164.949997,163.139999,164.800003,146.948624,188337800.0,15044.45996,15255.580080000002,15044.45996,15248.12012,15248.12012,137380000.0,40.099998,40.200001,38.849998,39.25,38.593693,1131500.0,1.3223,1.3246,1.3285,1.3191,0.0,104.56,103.65,105.01,102.89,234180.0,1.0,96.27,94.75,96.42,93.75,1.0,43025.0,44416.0,44672.0,42933.0,76050.0,0.0,2.1790000000000003,2.1790000000000003,2.1790000000000003,2.1790000000000003,1.0,1500.15,1525.75,1539.15,1484.45,0.0,759.45,750.15,750.15,750.05,0.0,0.0,81.66,81.585,81.855,81.08,74330.0,1.0,29.51,29.639999,28.75,28.99,27.835499,21212000.0,33.400002,34.240002000000004,33.299999,34.16,34.16,6812500.0
2013-06-08,133.84000166666667,134.506663,133.11666366666665,133.5,133.5,9417200.0,164.33667,165.099996,163.54999766666666,164.800003,146.948624,160780900.0,15112.243163333333,15270.599936666667,15100.05664,15244.94336,15244.94336,123003333.33333333,39.78333266666667,40.05000066666667,38.81666533333333,39.183333,38.52814133333334,977433.3333333334,1.3234333333333335,1.3233,1.328,1.3186333333333333,0.3333333333333333,104.35666666666667,103.95333333333333,104.92666666666668,103.14666666666666,209336.66666666666,0.6666666666666667,96.09666666666666,95.21333333333334,96.38,94.24666666666667,0.6666666666666667,43404.0,43990.666666666664,44525.333333333336,42849.333333333336,70300.0,0.3333333333333333,2.1903333333333337,2.1903333333333337,2.1903333333333337,2.1903333333333337,1.0,1501.7833333333333,1517.15,1529.1166666666668,1485.4166666666667,0.3333333333333333,762.1833333333334,752.05,756.2333333333333,751.9833333333333,0.3333333333333333,346.6666666666667,81.65700000000001,81.65666666666667,81.93333333333334,81.25,67850.0,0.6666666666666667,29.346666666666668,29.563332666666668,28.726666666666667,29.023333333333333,27.867505666666666,18856266.666666668,33.57000133333333,34.190001333333335,33.469999666666666,34.10666666666666,34.10666666666666,5366200.0
2013-06-09,133.57000233333335,134.393331,133.05333433333334,133.720001,133.720001,7780000.0,164.82333400000002,165.24999499999998,163.95999633333332,164.800003,146.948624,133224000.0,15180.026366666667,15285.619793333333,15155.65332,15241.7666,15241.7666,108626666.66666667,39.46666733333333,39.90000033333333,38.78333266666667,39.116666,38.462589666666666,823366.6666666667,1.3245666666666667,1.322,1.3275,1.3181666666666667,0.6666666666666666,104.15333333333334,104.25666666666667,104.84333333333333,103.40333333333334,184493.33333333334,0.33333333333333337,95.92333333333333,95.67666666666666,96.34,94.74333333333333,0.33333333333333337,43783.0,43565.333333333336,44378.666666666664,42765.666666666664,64550.0,0.6666666666666666,2.2016666666666667,2.2016666666666667,2.2016666666666667,2.2016666666666667,1.0,1503.4166666666667,1508.55,1519.0833333333333,1486.3833333333332,0.6666666666666666,764.9166666666666,753.95,762.3166666666666,753.9166666666666,0.6666666666666666,693.3333333333334,81.65400000000001,81.72833333333332,82.01166666666667,81.42,61370.0,0.33333333333333337,29.183333333333334,29.486666333333332,28.703333333333333,29.056666666666665,27.899512333333334,16500533.333333332,33.74000066666667,34.14000066666667,33.64000033333333,34.053333333333335,34.053333333333335,3919900.0
2013-06-10,133.300003,134.279999,132.990005,133.940002,133.940002,6142800.0,165.309998,165.399994,164.369995,164.800003,146.948624,105667100.0,15247.80957,15300.63965,15211.25,15238.58984,15238.58984,94250000.0,39.150002,39.75,38.75,39.049999,38.397038,669300.0,1.3257,1.3207,1.327,1.3177,1.0,103.95,104.56,104.76,103.66,159650.0,0.0,95.75,96.14,96.3,95.24,0.0,44162.0,43140.0,44232.0,42682.0,58800.0,1.0,2.213,2.213,2.213,2.213,1.0,1505.05,1499.95,1509.05,1487.35,1.0,767.65,755.85,768.4,755.85,1.0,1040.0,81.65100000000002,81.8,82.09,81.59,54890.0,0.0,29.02,29.41,28.68,29.09,27.931519,14144800.0,33.91,34.09,33.810001,34.0,34.0,2473600.0
2013-06-11,132.309998,133.509995,132.240005,133.25,133.25,7199300.0,163.300003,164.53999299999995,162.740005,163.100006,145.4328,159505400.0,15231.37988,15251.07031,15086.08984,15122.01953,15122.01953,101610000.0,37.799999,38.150002,36.75,36.900002,36.282986,1286100.0,1.3315,1.3257,1.3318,1.3232,1.0,102.96,103.89,103.89,101.82,156140.0,0.0,94.89,95.83,95.98,94.11,0.0,43611.0,44229.0,44445.0,43307.0,50390.0,0.0,2.19,2.19,2.19,2.19,0.0,1480.2,1504.65,1510.9,1475.8,0.0,750.75,754.45,754.45,749.65,0.0,1040.0,81.11,81.72,81.75,81.025,59580.0,0.0,28.41,28.709999,28.059999,28.129999,27.009748,21145700.0,33.540001000000004,33.91,33.5,33.790001000000004,33.790001000000004,4317000.0
2013-06-12,132.949997,134.830002,132.830002,134.25,134.25,6550600.0,164.220001,164.389999,161.600006,161.75,144.229034,177361500.0,15130.38965,15241.28027,14981.20996,14995.23047,14995.23047,105770000.0,36.75,37.75,36.650002,37.049999,36.430477,846900.0,1.3337,1.3314,1.3361,1.3266,1.0,103.49,102.56,104.1,102.23,94920.0,1.0,95.8,94.95,96.51,94.52,1.0,43546.0,43700.0,43788.0,43165.0,41190.0,0.0,2.228,2.228,2.228,2.228,1.0,1478.45,1479.3,1490.45,1468.05,0.0,755.25,749.6,756.1,749.6,1.0,0.0,80.946,81.1,81.31,80.745,66880.0,0.0,28.17,28.85,28.07,28.35,27.220989000000007,17782700.0,34.099998,34.240002000000004,33.91,34.029999,34.029999,5527100.0
2013-06-13,133.309998,134.199997,132.820007,133.740005,133.740005,7161800.0,161.660004,164.5,161.300003,164.21000700000005,146.42259199999995,163587800.0,14992.54004,15202.26953,14953.4502,15176.080080000002,15176.080080000002,104490000.0,36.299999,37.599998,36.150002,37.450001,36.823792,763200.0,1.3375,1.3336,1.3391,1.3278,1.0,104.25,103.33,104.26,102.75,21310.0,1.0,96.69,95.87,97.02,95.12,1.0,43235.0,43717.0,44039.0,43180.0,51340.0,0.0,2.149,2.149,2.149,2.149,0.0,1461.7,1478.5,1480.3,1444.65,0.0,729.35,756.1,756.1,728.2,0.0,0.0,80.742,80.865,80.98,80.505,28560.0,0.0,28.139999,28.66,27.950001,28.629999,27.489836,17264300.0,33.91,34.41,33.900002,34.330002,34.330002,2741700.0
2013-06-14,134.0,134.600006,133.880005,134.429993,134.429993,4278700.0,164.029999,164.669998,162.910004,163.179993,145.50412,141197500.0,15178.080080000002,15205.919919999998,15044.79981,15070.17969,15070.17969,107430000.0,37.450001,37.950001,36.450001,36.599998,35.987999,477400.0,1.3347,1.3375,1.3376,1.3294,0.0,105.93,104.95,106.64,104.46,197140.0,1.0,97.81,96.74,98.34,96.52,1.0,43788.0,43319.0,44499.0,43020.0,54060.0,1.0,2.13,2.13,2.13,2.13,0.0,1445.15,1461.45,1462.75,1439.2,0.0,729.8,732.95,732.95,724.0,1.0,1040.0,80.65,80.755,81.0,80.595,14580.0,0.0,28.790001,28.82,28.07,28.120001,27.000145,12271700.0,34.759998,34.84,34.630001,34.740002000000004,34.740002000000004,6256300.0
2013-06-15,133.963333,134.42000333333334,133.76000466666667,134.20999666666665,134.20999666666665,4209900.0,164.11666366666665,164.85333233333333,163.0133363333333,163.599996,145.87862166666667,139563533.33333334,15144.956706666668,15224.516599999999,15056.103193333334,15106.73633,15106.73633,118036666.66666667,37.166666666666664,37.583333333333336,36.40000033333333,36.633332333333335,36.020776,496366.6666666667,1.3354333333333333,1.3364,1.3377999999999999,1.3301666666666667,0.3333333333333333,105.77666666666667,105.22333333333333,106.65,104.73333333333333,184820.0,0.6666666666666667,97.84333333333333,97.11999999999999,98.48333333333333,96.81666666666666,1.0,43724.333333333336,43499.333333333336,44286.0,43125.333333333336,47010.0,0.6666666666666667,2.146,2.146,2.146,2.146,0.3333333333333333,1441.65,1456.8833333333334,1459.8333333333333,1436.8500000000001,0.0,725.3,732.1333333333333,732.1333333333333,720.9166666666666,0.6666666666666667,693.3333333333333,80.67766666666667,80.71666666666667,80.935,80.60666666666667,9983.333333333332,0.3333333333333333,28.566667666666667,28.68,28.030000333333334,28.143334333333332,27.02255,11062666.666666666,34.79333233333334,34.873333,34.62,34.746667333333335,34.746667333333335,5602900.0
2013-06-16,133.92666599999998,134.24000066666667,133.64000433333334,133.99000033333334,133.99000033333334,4141100.0,164.2033283333333,165.03666666666666,163.11666866666667,164.01999899999998,146.25312333333332,137929566.66666666,15111.833333333334,15243.11328,15067.406576666666,15143.29297,15143.29297,128643333.33333333,36.883332333333335,37.216665666666664,36.34999966666667,36.666666666666664,36.053553,515333.3333333333,1.3361666666666667,1.3353,1.338,1.3309333333333333,0.6666666666666666,105.62333333333333,105.49666666666667,106.66,105.00666666666666,172500.0,0.33333333333333337,97.87666666666667,97.5,98.62666666666667,97.11333333333333,1.0,43660.666666666664,43679.666666666664,44073.0,43230.666666666664,39960.0,0.33333333333333337,2.162,2.162,2.162,2.162,0.6666666666666666,1438.15,1452.3166666666666,1456.9166666666667,1434.5,0.0,720.8,731.3166666666667,731.3166666666667,717.8333333333334,0.33333333333333337,346.66666666666663,80.70533333333334,80.67833333333333,80.87,80.61833333333333,5386.666666666666,0.6666666666666666,28.34333433333333,28.54,27.990000666666667,28.166667666666665,27.044955,9853633.333333334,34.82666666666667,34.906666,34.609999,34.75333266666667,34.75333266666667,4949500.0
2013-06-17,133.889999,134.059998,133.520004,133.770004,133.770004,4072300.0,164.28999299999995,165.220001,163.220001,164.440002,146.627625,136295600.0,15078.70996,15261.70996,15078.70996,15179.84961,15179.84961,139250000.0,36.599998,36.849998,36.299999,36.700001,36.08633,534300.0,1.3369,1.3342,1.3382,1.3317,1.0,105.47,105.77,106.67,105.28,160180.0,0.0,97.91,97.88,98.77,97.41,1.0,43597.0,43860.0,43860.0,43336.0,32910.0,0.0,2.178,2.178,2.178,2.178,1.0,1434.65,1447.75,1454.0,1432.15,0.0,716.3,730.5,730.5,714.75,0.0,0.0,80.733,80.64,80.805,80.63,790.0,1.0,28.120001,28.4,27.950001,28.190001,27.06736,8644600.0,34.860001000000004,34.939999,34.599998,34.759998,34.759998,4296100.0
2013-06-18,132.720001,132.96000700000002,131.529999,132.130005,132.130005,7379300.0,164.529999,165.990005,164.520004,165.740005,147.786819,114695600.0,15186.29981,15340.08984,15186.29981,15318.23047,15318.23047,99210000.0,36.299999,36.549999,35.0,35.25,34.660571999999995,904000.0,1.3394,1.3368,1.3416,1.3325,1.0,106.02,105.66,106.24,105.11,150870.0,1.0,98.59,97.94,98.68,97.42,1.0,44041.0,43700.0,44240.0,43620.0,48120.0,1.0,2.185,2.185,2.185,2.185,1.0,1440.15,1435.5,1445.8,1425.3,1.0,706.8,706.45,706.5,706.45,0.0,1040.0,80.749,80.81,81.155,80.71,43940.0,1.0,27.98,28.129999,27.280001,27.379999,26.289616,19369600.0,34.849998,35.02,34.709999,34.959999,34.959999,2554600.0
2013-06-19,132.580002,133.149994,130.380005,130.589996,130.589996,13017800.0,165.600006,165.889999,163.380005,163.449997,145.74487299999996,206149500.0,15315.46973,15322.07031,15112.11035,15112.19043,15112.19043,111380000.0,35.5,35.5,33.700001,33.799999,33.234818,1278100.0,1.3295,1.3392,1.3415,1.3259999999999998,0.0,106.12,106.1,106.59,105.45,164860.0,1.0,97.92,98.85,99.27,97.83,0.0,43954.0,43950.0,44108.0,43675.0,32770.0,0.0,2.354,2.354,2.354,2.354,1.0,1408.85,1440.0,1443.6,1408.85,0.0,694.85,706.8,706.8,697.55,0.0,1040.0,81.595,80.86,81.665,80.615,47800.0,1.0,27.49,27.700001,26.42,26.51,25.454266,21733700.0,34.959999,35.060001,34.630001,34.779999,34.779999,3543400.0
